,business_code,cust_number,name_customer,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,y_pred_days,predicted_clear_date,age_bin
1446,U001,200762301,C&S WH associates,2020.0,1930719384.0,2020-03-31,20200330,20200331,2020-04-15,USD,RV,1.0,,86733.97,20200331.0,NAC6,1930719384.0,1,4 days,2020-04-19,0-15 days
1447,U001,0200148860,DOLLA in,2020.0,1930749125.0,2020-04-05,20200404,20200405,2020-04-20,USD,RV,1.0,,104838.29,20200405.0,NAA8,1930749125.0,1,0 days,2020-04-20,0-15 days
1448,U001,0200707822,PUBLI co,2020.0,1930647526.0,2020-03-17,20200313,20200317,2020-04-01,USD,RV,1.0,,5728.48,20200317.0,NAA8,1930647526.0,1,0 days,2020-04-01,0-15 days
1449,U001,0100026939,SYSC associates,2020.0,1930626264.0,2020-03-05,20200309,20200305,2020-03-25,USD,RV,1.0,,1796.73,20200305.0,NAD1,1930626264.0,1,0 days,2020-03-25,0-15 days
1450,U001,0200769623,WAL-MAR corp,2020.0,1930726624.0,2020-04-01,20200331,20200401,2020-04-16,USD,RV,1.0,,1991.84,20200401.0,NAH4,1930726624.0,1,0 days,2020-04-16,0-15 days
1451,U001,0200769623,WAL-MAR llc,2020.0,1930685135.0,2020-03-23,20200321,20200323,2020-04-07,USD,RV,1.0,,38971.27,20200323.0,NAH4,1930685135.0,1,-4 days,2020-04-03,0-15 days
1452,U001,0200794332,COST foundation,2020.0,1930778537.0,2020-04-13,20200413,20200413,2020-04-28,USD,RV,1.0,,13776.49,20200413.0,NAAX,1930778537.0,1,0 days,2020-04-28,0-15 days
1453,U001,0200331749,SYSC foundation,2020.0,1930592872.0,2020-03-02,20200303,20200302,2020-03-17,USD,RV,1.0,,48186.45,20200302.0,NAA8,1930592872.0,1,3 days,2020-03-20,0-15 days
1454,U001,0200744019,TARG trust,2020.0,1930738696.0,2020-04-04,20200403,20200404,2020-04-19,USD,RV,1.0,,6765.13,20200404.0,NAA8,1930738696.0,1,3 days,2020-04-22,0-15 days
1455,U001,0100031704,DELHAIZE foundation,2020.0,1930731557.0,2020-04-03,20200402,20200403,2020-04-18,USD,RV,1.0,,114748.19,20200403.0,NAA8,1930731557.0,1,10 days,2020-04-28,0-15 days
1456,U001,0100031704,DELHAIZE llc,2020.0,1930789187.0,2020-04-16,20200415,20200416,2020-05-01,USD,RV,1.0,,21422.93,20200416.0,NAA8,1930789187.0,1,1 days,2020-05-02,0-15 days
1457,U001,0200772595,SAFEW associates,2020.0,1930809923.0,2020-04-21,20200421,20200421,2020-05-06,USD,RV,1.0,,72972.53,20200421.0,NAA8,1930809923.0,1,3 days,2020-05-09,0-15 days
1458,U001,0200726979,BJ'S  foundation,2020.0,1930692510.0,2020-03-24,20200324,20200324,2020-04-08,USD,RV,1.0,,1267.65,20200324.0,NAA8,1930692510.0,1,1 days,2020-04-09,0-15 days
1459,U001,0200747369,SCHNU corp,2020.0,1930861107.0,2020-05-06,20200505,20200506,2020-05-21,USD,RV,1.0,,109165.06,20200506.0,NAA8,1930861107.0,1,5 days,2020-05-26,0-15 days
1460,U001,0200794332,COST corp,2020.0,1930656143.0,2020-03-17,20200316,20200317,2020-04-01,USD,RV,1.0,,18650.87,20200317.0,NAAX,1930656143.0,1,-1 days,2020-03-31,0-15 days
1461,U001,200772670,ASSOCIAT us,2020.0,1930876572.0,2020-05-07,20200507,20200507,2020-05-22,USD,RV,1.0,,60550.95,20200507.0,NAU5,1930876572.0,1,0 days,2020-05-22,0-15 days
1462,U001,0200705372,FR ,2020.0,1930756888.0,2020-04-07,20200407,20200407,2020-04-22,USD,RV,1.0,,40250.66,20200407.0,NAA8,1930756888.0,1,0 days,2020-04-22,0-15 days
1463,U001,0200762301,C&S WH associates,2020.0,1930571475.0,2020-02-28,20200226,20200228,2020-03-14,USD,RV,1.0,,22772.39,20200228.0,NAC6,1930571475.0,1,1 days,2020-03-15,0-15 days
1464,U001,0200769623,WAL-MAR in,2020.0,1930605242.0,2020-03-04,20200305,20200304,2020-03-19,USD,RV,1.0,,9545.87,20200304.0,NAH4,1930605242.0,1,-3 days,2020-03-16,0-15 days
1465,U001,0200769623,WAL-MAR corp,2020.0,1930637506.0,2020-03-12,20200311,20200312,2020-03-27,USD,RV,1.0,,28893.24,20200312.0,NAH4,1930637506.0,1,-4 days,2020-03-23,0-15 days
1466,U001,0200762301,C&S WH corporation,2020.0,1930839505.0,2020-04-30,20200429,20200430,2020-05-15,USD,RV,1.0,,23089.39,20200430.0,NAC6,1930839505.0,1,0 days,2020-05-15,0-15 days
1467,U001,0200881076,ALBERT co,2020.0,1930653093.0,2020-03-16,20200316,20200316,2020-05-20,USD,RV,1.0,,13282.7,20200316.0,NAGD,1930653093.0,1,0 days,2020-05-20,0-15 days
1468,U001,0200936373,SUPE associates,2020.0,1930636716.0,2020-03-12,20200310,20200312,2020-03-27,USD,RV,1.0,,72424.67,20200312.0,NAA8,1930636716.0,1,8 days,2020-04-04,0-15 days
1469,U001,200792734,MDV/ us,2020.0,1930754008.0,2020-04-06,20200406,20200406,2020-04-21,USD,RV,1.0,,12886.48,20200406.0,NAA8,1930754008.0,1,2 days,2020-04-23,0-15 days
1470,CA02,0140104409,LOB us,2020.0,2960627540.0,2020-04-08,20200408,20200408,2020-04-19,CAD,RV,1.0,,64241.03,20200409.0,CA10,2960627540.0,1,3 days,2020-04-22,0-15 days
1471,CA02,0140106227,LOUD in,2020.0,2960617807.0,2020-02-29,20200229,20200229,2020-03-14,CAD,RV,1.0,,19201.75,20200304.0,CA10,2960617807.0,1,123 days,2020-07-15,60+ days
1472,U001,0200762301,C&S WH corporation,2020.0,1930782675.0,2020-04-14,20200414,20200414,2020-04-29,USD,RV,1.0,,54349.47,20200414.0,NAC6,1930782675.0,1,3 days,2020-05-02,0-15 days
1473,U001,0200744019,TARG foundation,2020.0,1930856885.0,2020-05-05,20200504,20200505,2020-05-20,USD,RV,1.0,,1380.4,20200505.0,NAA8,1930856885.0,1,2 days,2020-05-22,0-15 days
1474,U001,0200769623,WAL-MAR foundation,2020.0,1930624116.0,2020-03-08,20200309,20200308,2020-03-23,USD,RV,1.0,,53169.79,20200308.0,NAH4,1930624116.0,1,-3 days,2020-03-20,0-15 days
1475,U001,200418007,AM foundation,2020.0,1930840816.0,2020-05-01,20200430,20200501,2020-05-16,USD,RV,1.0,,22479.66,20200501.0,NAA8,1930840816.0,1,-1 days,2020-05-15,0-15 days
1476,U001,200769623,WAL-MAR trust,2020.0,1930884507.0,2020-05-10,20200509,20200510,2020-05-25,USD,RV,1.0,,29454.29,20200510.0,NAH4,1930884507.0,1,-3 days,2020-05-22,0-15 days
1477,U001,0200769623,WAL-MAR corporation,2020.0,1930800763.0,2020-04-21,20200420,20200421,2020-05-06,USD,RV,1.0,,15048.85,20200421.0,NAH4,1930800763.0,1,-3 days,2020-05-03,0-15 days
1478,U001,0200769623,WAL-MAR trust,2020.0,1930725804.0,2020-04-01,20200331,20200401,2020-04-16,USD,RV,1.0,,1898.9,20200401.0,NAH4,1930725804.0,1,0 days,2020-04-16,0-15 days
1479,U001,0200230690,DECA foundation,2020.0,1930599176.0,2020-03-04,20200304,20200304,2020-03-11,USD,RV,1.0,,6296.72,20200301.0,NAM2,1930599176.0,1,-1 days,2020-03-10,0-15 days
1480,U001,0200769623,WAL-MAR co,2020.0,1930685311.0,2020-03-21,20200321,20200321,2020-04-05,USD,RV,1.0,,943.12,20200321.0,NAH4,1930685311.0,1,-4 days,2020-04-01,0-15 days
1481,U001,0200763489,GENERAL co,2020.0,1930795073.0,2020-04-17,20200416,20200417,2020-05-02,USD,RV,1.0,,19937.8,20200417.0,NAA8,1930795073.0,1,1 days,2020-05-03,0-15 days
1482,CA02,0140105686,SYSC co,2020.0,2960622901.0,2020-03-19,20200319,20200319,2020-04-04,CAD,RV,1.0,,6872.1,20200325.0,CA10,2960622901.0,1,8 days,2020-04-12,0-15 days
1483,U001,0200020431,DEC corp,2020.0,1930681950.0,2020-03-21,20200321,20200321,2020-04-08,USD,RV,1.0,,12.96,20200316.0,NAM4,1930681950.0,1,-6 days,2020-04-02,0-15 days
1484,U001,0200230690,DECA corp,2020.0,1930586530.0,2020-03-02,20200302,20200302,2020-03-11,USD,RV,1.0,,1700.49,20200301.0,NAM2,1930586530.0,1,-1 days,2020-03-10,0-15 days
1485,U001,0200707822,PUBLI corp,2020.0,1930584964.0,2020-03-04,20200301,20200304,2020-03-19,USD,RV,1.0,,25340.34,20200304.0,NAA8,1930584964.0,1,0 days,2020-03-19,0-15 days
1486,U001,0200769623,WAL-MAR systems,2020.0,1930621223.0,2020-03-09,20200307,20200309,2020-03-24,USD,RV,1.0,,21045.35,20200309.0,NAH4,1930621223.0,1,-2 days,2020-03-22,0-15 days
1487,U001,0200705742,DOT ,2020.0,1930643182.0,2020-03-13,20200312,20200313,2020-04-14,USD,RV,1.0,,1631.27,20200313.0,NA32,1930643182.0,1,-10 days,2020-04-04,0-15 days
1488,U001,0200760666,KEHE  us,2020.0,1930797645.0,2020-04-21,20200417,20200421,2020-05-06,USD,RV,1.0,,3983.22,20200421.0,NAA8,1930797645.0,1,4 days,2020-05-10,0-15 days
1489,U001,0100030964,NATURA foundation,2020.0,1930800373.0,2020-04-20,20200418,20200420,2020-05-05,USD,RV,1.0,,10674.7,20200420.0,NAA8,1930800373.0,1,-8 days,2020-04-27,0-15 days
1490,U001,0200770677,KRAS us,2020.0,1930838153.0,2020-05-01,20200429,20200501,2020-05-16,USD,RV,1.0,,51715.23,20200501.0,NAA8,1930838153.0,1,-1 days,2020-05-15,0-15 days
1491,U001,0200769623,WAL-MAR foundation,2020.0,1930883543.0,2020-05-11,20200509,20200511,2020-05-26,USD,RV,1.0,,76753.06,20200511.0,NAH4,1930883543.0,1,-3 days,2020-05-23,0-15 days
1492,U001,0100026401,TRUI trust,2020.0,1930635436.0,2020-03-11,20200310,20200311,2020-04-10,USD,RV,1.0,,35907.6,20200311.0,NAD5,1930635436.0,1,0 days,2020-04-10,0-15 days
1493,U001,0200152991,JET corp,2020.0,1930616882.0,2020-03-06,20200306,20200306,2020-03-21,USD,RV,1.0,,16983.39,20200306.0,NAA8,1930616882.0,1,1 days,2020-03-22,0-15 days
1494,U001,0200769623,WAL-MAR trust,2020.0,1930860097.0,2020-05-06,20200505,20200506,2020-05-21,USD,RV,1.0,,52635.88,20200506.0,NAH4,1930860097.0,1,-3 days,2020-05-18,0-15 days
1495,U001,CCU013,KRAFT F foundation,2020.0,1930706067.0,2020-03-26,20200326,20200326,2020-03-26,USD,RV,1.0,,9.8,20200326.0,NAX2,1930706067.0,1,55 days,2020-05-20,45-60 days
1496,U001,0200769623,WAL-MAR systems,2020.0,1930856703.0,2020-05-06,20200504,20200506,2020-05-21,USD,RV,1.0,,56363.92,20200506.0,NAH4,1930856703.0,1,-3 days,2020-05-18,0-15 days
1497,U001,0200772670,ASSOCIAT co,2020.0,1930785877.0,2020-04-14,20200414,20200414,2020-04-29,USD,RV,1.0,,83190.62,20200414.0,NAU5,1930785877.0,1,4 days,2020-05-03,0-15 days
1498,U001,0200769623,WAL-MAR foundation,2020.0,1930832754.0,2020-04-28,20200428,20200428,2020-05-13,USD,RV,1.0,,39820.52,20200428.0,NAH4,1930832754.0,1,-4 days,2020-05-09,0-15 days
1499,U001,0200769623,WAL-MAR corp,2020.0,1930687103.0,2020-03-24,20200323,20200324,2020-04-08,USD,RV,1.0,,29395.9,20200324.0,NAH4,1930687103.0,1,-4 days,2020-04-04,0-15 days
1500,U001,0200769623,WAL-MAR llc,2020.0,1930779194.0,2020-04-14,20200412,20200414,2020-04-29,USD,RV,1.0,,2352.97,20200414.0,NAH4,1930779194.0,1,-1 days,2020-04-28,0-15 days
1501,U001,0100044041,DEF. F foundation,2020.0,1930599347.0,2020-03-04,20200304,20200304,2020-03-24,USD,RV,1.0,,586.44,20200301.0,NAM4,1930599347.0,1,-11 days,2020-03-13,0-15 days
1502,U001,0200803720,DEC systems,2020.0,1930618825.0,2020-03-07,20200307,20200307,2020-03-11,USD,RV,1.0,,14488.9,20200301.0,NAM2,1930618825.0,1,-2 days,2020-03-09,0-15 days
1503,U001,0200705372,FR us,2020.0,1930788507.0,2020-04-16,20200415,20200416,2020-05-01,USD,RV,1.0,,43949.18,20200416.0,NAA8,1930788507.0,1,1 days,2020-05-02,0-15 days
1504,U001,0200769623,WAL-MAR corp,2020.0,1930880718.0,2020-05-09,20200508,20200509,2020-05-24,USD,RV,1.0,,2000.52,20200509.0,NAH4,1930880718.0,1,-3 days,2020-05-21,0-15 days
1505,U001,0200762301,C&S WH llc,2020.0,1930801339.0,2020-04-21,20200419,20200421,2020-06-25,USD,RV,1.0,,8642.65,20200421.0,NAGD,1930801339.0,1,0 days,2020-06-25,0-15 days
1506,U001,0200769623,WAL-MAR associates,2020.0,1930809142.0,2020-04-22,20200422,20200422,2020-05-07,USD,RV,1.0,,1329.23,20200422.0,NAH4,1930809142.0,1,2 days,2020-05-09,0-15 days
1507,U001,0200713007,KEEFE  ,2020.0,1930760966.0,2020-04-09,20200409,20200409,2020-04-24,USD,RV,1.0,,29988.0,20200409.0,NAA8,1930760966.0,1,1 days,2020-04-25,0-15 days
1508,U001,0200769623,WAL-MAR foundation,2020.0,1930855015.0,2020-05-03,20200503,20200503,2020-05-18,USD,RV,1.0,,471.56,20200503.0,NAH4,1930855015.0,1,-3 days,2020-05-15,0-15 days
1509,U001,0200769623,WAL-MAR foundation,2020.0,1930683722.0,2020-03-20,20200321,20200320,2020-04-04,USD,RV,1.0,,56399.79,20200320.0,NAH4,1930683722.0,1,-4 days,2020-03-31,0-15 days
1510,U001,0200769623,WAL-MAR systems,2020.0,1930855210.0,2020-05-04,20200503,20200504,2020-05-19,USD,RV,1.0,,11908.39,20200504.0,NAH4,1930855210.0,1,-4 days,2020-05-15,0-15 days
1511,U001,0200769623,WAL-MAR foundation,2020.0,1930688826.0,2020-03-24,20200323,20200324,2020-04-08,USD,RV,1.0,,60789.43,20200324.0,NAH4,1930688826.0,1,-4 days,2020-04-04,0-15 days
1512,U001,0200769623,WAL-MAR associates,2020.0,1930594393.0,2020-03-04,20200303,20200304,2020-03-19,USD,RV,1.0,,56104.86,20200304.0,NAH4,1930594393.0,1,-3 days,2020-03-16,0-15 days
1513,U001,0100031704,DELHAIZE co,2020.0,1930769689.0,2020-04-10,20200409,20200410,2020-04-25,USD,RV,1.0,,45309.58,20200410.0,NAA8,1930769689.0,1,3 days,2020-04-28,0-15 days
1514,U001,0200769623,WAL-MAR in,2020.0,1930654329.0,2020-03-16,20200315,20200316,2020-03-31,USD,RV,1.0,,26062.31,20200316.0,NAH4,1930654329.0,1,-2 days,2020-03-29,0-15 days
1515,U001,0200711029,WEGMAN trust,2020.0,1930715094.0,2020-03-28,20200328,20200328,2020-04-12,USD,RV,1.0,,31500.15,20200328.0,NAA8,1930715094.0,1,1 days,2020-04-13,0-15 days
1516,U001,0200762301,C&S WH corporation,2020.0,1930670676.0,2020-03-20,20200319,20200320,2020-04-04,USD,RV,1.0,,35571.75,20200320.0,NAC6,1930670676.0,1,1 days,2020-04-05,0-15 days
1517,U001,0200508557,FOODL associates,2020.0,1930738972.0,2020-04-10,20200403,20200410,2020-04-25,USD,RV,1.0,,2101.49,20200410.0,NAA8,1930738972.0,1,0 days,2020-04-25,0-15 days
1518,U001,0200712105,WALG co,2020.0,1930671429.0,2020-03-18,20200319,20200318,2020-04-02,USD,RV,1.0,,52932.1,20200318.0,NAA8,1930671429.0,1,10 days,2020-04-12,0-15 days
1519,U001,0200769623,WAL-MAR in,2020.0,1930862614.0,2020-05-06,20200506,20200506,2020-05-21,USD,RV,1.0,,270.84,20200506.0,NAH4,1930862614.0,1,3 days,2020-05-24,0-15 days
1520,U001,0200705742,DOT us,2020.0,1930586231.0,2020-03-02,20200301,20200302,2020-03-22,USD,RV,1.0,,82880.68,20200302.0,NAD1,1930586231.0,1,-4 days,2020-03-18,0-15 days
1521,U001,0200752302,KROGER trust,2020.0,1930693215.0,2020-03-24,20200324,20200324,2020-04-08,USD,RV,1.0,,3838.04,20200324.0,NAA8,1930693215.0,1,0 days,2020-04-08,0-15 days
1522,U001,0200769623,WAL-MAR llc,2020.0,1930611326.0,2020-03-07,20200306,20200307,2020-03-22,USD,RV,1.0,,24037.99,20200307.0,NAH4,1930611326.0,1,-4 days,2020-03-18,0-15 days
1523,U001,0200744019,TARG co,2020.0,1930819987.0,2020-04-24,20200423,20200424,2020-05-09,USD,RV,1.0,,25700.63,20200424.0,NAA8,1930819987.0,1,8 days,2020-05-17,0-15 days
1524,CA02,140104429,COSTCO co,2020.0,2960622307.0,2020-03-17,20200317,20200317,2020-03-30,CAD,RV,1.0,,5476.25,20200320.0,CA10,2960622307.0,1,4 days,2020-04-03,0-15 days
1525,U001,CCCA02,KRAFT  ,2020.0,1930582440.0,2020-03-05,20200302,20200305,2020-04-09,USD,RV,1.0,,12935.51,20200305.0,NAG2,1930582440.0,1,12 days,2020-04-21,0-15 days
1526,U001,0200769623,WAL-MAR corporation,2020.0,1930580165.0,2020-02-28,20200227,20200228,2020-03-14,USD,RV,1.0,,58703.94,20200228.0,NAH4,1930580165.0,1,-4 days,2020-03-10,0-15 days
1527,U001,0200705742,DOT corporation,2020.0,1930651954.0,2020-03-13,20200314,20200313,2020-04-14,USD,RV,1.0,,31382.78,20200313.0,NA32,1930651954.0,1,-9 days,2020-04-05,0-15 days
1528,U001,0200794332,COST systems,2020.0,1930654854.0,2020-03-17,20200316,20200317,2020-05-21,USD,RV,1.0,,50146.62,20200317.0,NAGD,1930654854.0,1,-8 days,2020-05-13,0-15 days
1529,U001,0200750051,ALBER corp,2020.0,1930750019.0,2020-04-06,20200404,20200406,2020-04-21,USD,RV,1.0,,48259.43,20200406.0,NAA8,1930750019.0,1,0 days,2020-04-21,0-15 days
1530,U001,0200726979,BJ'S  corporation,2020.0,1930778237.0,2020-04-11,20200411,20200411,2020-04-26,USD,RV,1.0,,745.33,20200411.0,NAA8,1930778237.0,1,1 days,2020-04-27,0-15 days
1531,U001,0200769623,WAL-MAR in,2020.0,1930605486.0,2020-03-06,20200305,20200306,2020-03-21,USD,RV,1.0,,17894.42,20200306.0,NAH4,1930605486.0,1,-4 days,2020-03-17,0-15 days
1532,CA02,0140105686,SYSC in,2020.0,2960620869.0,2020-03-14,20200314,20200314,2020-03-31,CAD,RV,1.0,,216.0,20200321.0,CA10,2960620869.0,1,10 days,2020-04-10,0-15 days
1533,CA02,0140104423,METRO  foundation,2020.0,2960628936.0,2020-04-15,20200415,20200415,2020-04-25,CAD,RV,1.0,,61972.15,20200415.0,CA10,2960628936.0,1,1 days,2020-04-26,0-15 days
1534,CA02,0140104409,LOB co,2020.0,2960622217.0,2020-03-17,20200318,20200317,2020-04-04,CAD,RV,1.0,,85002.69,20200325.0,CA10,2960622217.0,1,2 days,2020-04-06,0-15 days
1535,U001,0200759878,SA foundation,2020.0,1930801057.0,2020-04-21,20200418,20200421,2020-05-06,USD,RV,1.0,,44179.14,20200421.0,NAH4,1930801057.0,1,2 days,2020-05-08,0-15 days
1536,U001,0200704858,WAKE trust,2020.0,1930606358.0,2020-03-06,20200305,20200306,2020-03-21,USD,RV,1.0,,17083.27,20200306.0,NAA8,1930606358.0,1,0 days,2020-03-21,0-15 days
1537,U001,0200782669,SYGMA ,2020.0,1930778085.0,2020-04-13,20200411,20200413,2020-04-28,USD,RV,1.0,,25774.13,20200413.0,NAA8,1930778085.0,1,1 days,2020-04-29,0-15 days
1538,U001,0200762301,C&S WH llc,2020.0,1930846697.0,2020-05-04,20200502,20200504,2020-05-19,USD,RV,1.0,,2828.7,20200504.0,NAC6,1930846697.0,1,0 days,2020-05-19,0-15 days
1539,U001,0200769623,WAL-MAR systems,2020.0,1930856636.0,2020-05-04,20200504,20200504,2020-05-19,USD,RV,1.0,,6441.42,20200504.0,NAH4,1930856636.0,1,-2 days,2020-05-17,0-15 days
1540,U001,0200762301,C&S WH foundation,2020.0,1930711013.0,2020-03-29,20200328,20200329,2020-04-13,USD,RV,1.0,,23400.62,20200329.0,NAC6,1930711013.0,1,1 days,2020-04-14,0-15 days
1541,U001,0200749225,SUPER  us,2020.0,1930855492.0,2020-05-05,20200504,20200505,2020-05-20,USD,RV,1.0,,48669.2,20200505.0,NAA8,1930855492.0,1,3 days,2020-05-23,0-15 days
1542,U001,0200803720,DEC in,2020.0,1930769279.0,2020-04-10,20200410,20200410,2020-04-24,USD,RV,1.0,,280.92,20200401.0,NAM4,1930769279.0,1,-8 days,2020-04-16,0-15 days
1543,U001,0200769623,WAL-MAR llc,2020.0,1930582460.0,2020-02-29,20200228,20200229,2020-03-15,USD,RV,1.0,,16959.99,20200229.0,NAH4,1930582460.0,1,-3 days,2020-03-12,0-15 days
1544,U001,0200418007,AM corporation,2020.0,1930740850.0,2020-04-04,20200403,20200404,2020-04-19,USD,RV,1.0,,19730.06,20200404.0,NAA8,1930740850.0,1,4 days,2020-04-23,0-15 days
1545,U001,0200761734,H E BUT corp,2020.0,1930862803.0,2020-05-08,20200506,20200508,2020-05-23,USD,RV,1.0,,9659.52,20200508.0,NAA8,1930862803.0,1,-1 days,2020-05-22,0-15 days
1546,U001,0200772670,ASSOCIAT foundation,2020.0,1930834553.0,2020-04-28,20200429,20200428,2020-05-13,USD,RV,1.0,,11041.14,20200428.0,NAU5,1930834553.0,1,1 days,2020-05-14,0-15 days
1547,U001,0200555117,BURR corp,2020.0,1930738751.0,2020-04-03,20200403,20200403,2020-04-18,USD,RV,1.0,,58553.79,20200403.0,NAA8,1930738751.0,1,23 days,2020-05-11,15-30 days
1548,U001,0200769623,WAL-MAR corporation,2020.0,1930683738.0,2020-03-23,20200321,20200323,2020-04-07,USD,RV,1.0,,15010.9,20200323.0,NAH4,1930683738.0,1,-3 days,2020-04-04,0-15 days
1549,U001,0200744019,TARG foundation,2020.0,1930708246.0,2020-03-27,20200326,20200327,2020-04-11,USD,RV,1.0,,98752.47,20200327.0,NAA8,1930708246.0,1,9 days,2020-04-20,0-15 days
1550,U001,0200707822,PUBLI ,2020.0,1930623169.0,2020-03-10,20200309,20200310,2020-03-25,USD,RV,1.0,,128013.76,20200310.0,NAA8,1930623169.0,1,3 days,2020-03-28,0-15 days
1551,CA02,100029649,LES ENTRE systems,2020.0,2960632568.0,2020-05-06,20200506,20200506,2020-05-17,CAD,RV,1.0,,14450.0,20200507.0,CA10,2960632568.0,1,2 days,2020-05-19,0-15 days
1552,U001,0200726979,BJ'S  systems,2020.0,1930821772.0,2020-04-23,20200423,20200423,2020-05-08,USD,RV,1.0,,793.48,20200423.0,NAA8,1930821772.0,1,0 days,2020-05-08,0-15 days
1553,U001,0200550425,BIG APP us,2020.0,1930583019.0,2020-03-06,20200229,20200306,2020-03-21,USD,RV,1.0,,23017.46,20200306.0,NAA8,1930583019.0,1,-1 days,2020-03-20,0-15 days
1554,U001,0200769623,WAL-MAR corporation,2020.0,1930842503.0,2020-04-30,20200430,20200430,2020-05-15,USD,RV,1.0,,1898.9,20200430.0,NAH4,1930842503.0,1,-3 days,2020-05-12,0-15 days
1555,U001,0200759878,SA co,2020.0,1930833089.0,2020-04-30,20200428,20200430,2020-05-15,USD,RV,1.0,,14537.86,20200430.0,NAH4,1930833089.0,1,0 days,2020-05-15,0-15 days
1556,U001,0200707822,PUBLI associates,2020.0,1930715438.0,2020-03-28,20200328,20200328,2020-04-12,USD,RV,1.0,,18069.08,20200328.0,NAA8,1930715438.0,1,0 days,2020-04-12,0-15 days
1557,U001,0200769623,WAL-MAR ,2020.0,1930859620.0,2020-05-07,20200505,20200507,2020-05-22,USD,RV,1.0,,25731.22,20200507.0,NAH4,1930859620.0,1,-4 days,2020-05-18,0-15 days
1558,U001,0200772595,SAFEW foundation,2020.0,1930624284.0,2020-03-11,20200309,20200311,2020-03-26,USD,RV,1.0,,61710.81,20200311.0,NAA8,1930624284.0,1,1 days,2020-03-27,0-15 days
1559,U001,200936373,SUPE co,2020.0,1930652449.0,2020-03-16,20200314,20200316,2020-05-20,USD,RV,1.0,,3625.8,20200316.0,NAGD,1930652449.0,1,1 days,2020-05-21,0-15 days
1560,U001,0200762301,C&S WH trust,2020.0,1930798029.0,2020-04-18,20200417,20200418,2020-05-03,USD,RV,1.0,,78120.93,20200418.0,NAC6,1930798029.0,1,1 days,2020-05-04,0-15 days
1561,U001,200726979,BJ'S  systems,2020.0,1930658122.0,2020-03-16,20200316,20200316,2020-03-31,USD,RV,1.0,,13503.1,20200316.0,NAA8,1930658122.0,1,0 days,2020-03-31,0-15 days
1562,U001,0200705742,DOT associates,2020.0,1930841971.0,2020-04-30,20200430,20200430,2020-06-03,USD,RV,1.0,,143.15,20200430.0,NAAW,1930841971.0,1,-18 days,2020-05-16,0-15 days
1563,U001,200769623,WAL-MAR systems,2020.0,1930884868.0,2020-05-12,20200510,20200512,2020-05-27,USD,RV,1.0,,84131.29,20200512.0,NAH4,1930884868.0,1,-4 days,2020-05-23,0-15 days
1564,U001,0200769623,WAL-MAR corp,2020.0,1930646782.0,2020-03-14,20200313,20200314,2020-03-29,USD,RV,1.0,,297.38,20200314.0,NAH4,1930646782.0,1,7 days,2020-04-05,0-15 days
1565,U001,0200762301,C&S WH ,2020.0,1930854442.0,2020-05-03,20200503,20200503,2020-05-18,USD,RV,1.0,,45958.73,20200503.0,NAC6,1930854442.0,1,1 days,2020-05-19,0-15 days
1566,U001,0200772670,ASSOCIAT ,2020.0,1930799560.0,2020-04-17,20200418,20200417,2020-05-02,USD,RV,1.0,,28166.17,20200417.0,NAU5,1930799560.0,1,2 days,2020-05-04,0-15 days
1567,U001,0200762301,C&S WH systems,2020.0,1930655248.0,2020-03-16,20200316,20200316,2020-03-31,USD,RV,1.0,,87204.37,20200316.0,NAC6,1930655248.0,1,3 days,2020-04-03,0-15 days
1568,U001,0200794332,COST co,2020.0,1930782112.0,2020-04-15,20200413,20200415,2020-06-19,USD,RV,1.0,,20591.59,20200415.0,NAGD,1930782112.0,1,-12 days,2020-06-07,0-15 days
1569,U001,0200749782,KROG corporation,2020.0,1930624613.0,2020-03-10,20200309,20200310,2020-03-25,USD,RV,1.0,,9594.26,20200310.0,NAA8,1930624613.0,1,0 days,2020-03-25,0-15 days
1570,U001,0200772595,SAFEW corporation,2020.0,1930831729.0,2020-04-27,20200428,20200427,2020-05-12,USD,RV,1.0,,2218.2,20200427.0,NAA8,1930831729.0,1,2 days,2020-05-14,0-15 days
1571,U001,200790107,ROU corp,2020.0,1930685892.0,2020-03-22,20200323,20200322,2020-04-06,USD,RV,1.0,,144047.09,20200322.0,NAC6,1930685892.0,1,3 days,2020-04-09,0-15 days
1572,U001,0200769623,WAL-MAR systems,2020.0,1930793448.0,2020-04-18,20200416,20200418,2020-05-03,USD,RV,1.0,,2237.43,20200418.0,NAH4,1930793448.0,1,0 days,2020-05-03,0-15 days
1573,U001,0200704045,RA us,2020.0,1930682821.0,2020-03-22,20200321,20200322,2020-04-06,USD,RV,1.0,,17224.98,20200322.0,NAA8,1930682821.0,1,1 days,2020-04-07,0-15 days
1574,U001,CCU013,KRAFT F trust,2020.0,1930609713.0,2020-03-07,20200305,20200307,2020-03-07,USD,RV,1.0,,23.04,20200307.0,NAX2,1930609713.0,1,57 days,2020-05-03,45-60 days
1575,U001,0200712187,SPAR co,2020.0,1930847018.0,2020-05-01,20200501,20200501,2020-05-16,USD,RV,1.0,,13047.93,20200501.0,NAA8,1930847018.0,1,-1 days,2020-05-15,0-15 days
